customer_id,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,FraudFound_P
10116,258,46,648397,09-03-1999,IN,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,24-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,0
10117,107,31,154982,13-02-1991,IL,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,26-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,0
10118,225,41,330591,05-08-1993,OH,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,0
10119,164,38,319232,31-10-1997,IL,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,17-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,1
10120,245,39,531640,21-04-2001,OH,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,58000,0,20-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,0
10121,255,41,368050,08-01-2013,IL,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,22-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,1
10122,206,36,253791,23-07-2009,IL,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,0,-53700,23-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,0
10123,203,38,155724,20-02-1998,IL,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,31-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,0
10124,22,25,824540,13-03-2008,OH,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,51100,0,05-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,0
10125,211,35,717392,20-08-1996,IL,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,03-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,1
10126,206,39,965768,27-07-2014,IN,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,17-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,0
10127,166,38,414779,09-11-1992,IL,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,09-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,?,40320,5760,5760,28800,Suburu,Impreza,0
10129,274,43,517240,13-05-2001,OH,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,06-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,0
10130,81,28,469874,17-09-2011,IL,1000,1139,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,14-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,?,1,2,?,44730,4970,4970,34790,Saab,92x,0
10131,280,45,718428,15-07-2011,IN,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,22-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,0
10132,194,39,620215,27-07-2005,IN,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,23-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,RAM,0
10133,112,27,618659,18-10-2005,OH,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,22-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,?,0,1,?,51000,8500,8500,34000,Nissan,Pathfinder,0
10134,24,33,649082,19-01-1996,IL,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,24-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,?,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,0
10135,93,32,437573,29-09-2005,OH,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,09-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,0
10136,171,34,964657,18-02-1997,IN,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,?,69200,13840,6920,48440,Volkswagen,Passat,0
10138,120,28,434507,06-02-2009,IL,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,07-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,?,65500,6550,6550,52400,BMW,X5,0
10139,325,46,935277,09-07-2013,IL,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,01-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,0
10140,124,32,756054,06-06-1992,IL,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,21-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1
10141,211,35,682387,08-03-1998,OH,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,21-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,YES,0,1,?,52030,9460,4730,37840,Mercedes,E400,0
10144,22,29,354105,08-06-1994,IN,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,14-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,?,2,3,?,70800,7080,14160,49560,Accura,MDX,0
10145,106,31,165485,12-02-1998,IL,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,54100,0,01-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,?,0,3,YES,45630,5070,5070,35490,Accura,MDX,0
10146,398,58,515050,16-11-2000,OH,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,YES,2,1,?,99320,7640,15280,76400,Accura,TL,0
10147,214,41,795686,24-10-2004,IL,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,0,-57100,01-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,?,2,0,NO,64000,12800,6400,44800,BMW,X6,1
10148,209,38,395983,08-11-2009,OH,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,58100,0,19-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,?,1,1,?,47300,4730,4730,37840,Nissan,Pathfinder,1
10149,82,27,119513,21-09-1996,IL,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,18-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,?,71680,8960,8960,53760,Volkswagen,Jetta,0
10150,193,41,217938,16-07-1995,OH,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,08-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,?,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,0
10151,134,32,203914,09-06-2001,OH,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,09-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,?,1,0,?,82720,7520,15040,60160,Audi,A3,0
10152,288,45,565157,06-10-2002,IL,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,0,0,27-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,48060,10680,5340,32040,Mercedes,C300,0
10153,104,32,904191,14-07-1997,IN,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,0
10154,431,54,419510,11-11-1994,OH,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,?,63240,10540,10540,42160,Suburu,Forrestor,0
10155,101,33,575000,23-06-2012,OH,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,52000,-44500,24-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,3,NO,1,3,?,54240,9040,9040,36160,Saab,93,0
10156,375,50,120485,18-02-2007,OH,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,other-relative,0,0,12-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,0
10157,461,61,781181,27-06-2005,OH,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,0,0,18-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,?,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,0
10159,45,38,589749,14-05-2006,IN,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,14-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,3,?,2,0,?,78240,13040,13040,52160,Suburu,Legacy,0
10162,278,48,139484,24-07-1999,IN,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,16-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,?,2,0,?,76050,11700,11700,52650,Chevrolet,Silverado,0
10163,295,48,678849,22-02-1992,OH,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,28-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,Passat,0
10164,112,30,346940,13-09-2002,OH,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,21-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,1,YES,2,0,NO,107900,10790,21580,75530,Dodge,Neon,0
10165,122,34,985436,09-08-2003,IL,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,3,NO,2,0,YES,99990,18180,18180,63630,Mercedes,E400,0
10166,108,29,237418,04-12-2007,IN,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,23-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,0
10167,14,28,335780,22-07-2002,OH,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,14-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,?,2,1,YES,71280,12960,12960,45360,Audi,A5,0
10168,298,45,491392,03-07-1992,IL,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,27-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,95,0
10171,222,42,922565,23-05-1999,IL,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,0,0,30-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,?,51740,11940,7960,31840,Jeep,Wrangler,0
10172,119,28,288580,22-11-2012,OH,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,88800,0,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,?,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,0
10173,73,29,154280,29-01-1993,IL,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,35100,-59900,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,3,YES,1,0,?,44910,4990,4990,34930,Dodge,Neon,0
10174,8,31,425973,11-02-2003,IN,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,23-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,?,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,0
10176,324,46,648509,06-03-2010,IN,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,21-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,?,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,0
10177,155,34,914815,27-09-1990,IN,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,0,0,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,0
10178,261,45,249048,17-06-2005,IL,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,11-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,YES,0,1,?,62590,11380,11380,39830,Volkswagen,Jetta,0
10179,245,40,144323,14-09-2001,IN,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,06-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,0
10181,53,36,125324,13-09-2003,OH,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,18-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,3,?,2,0,YES,51100,10220,5110,35770,Audi,A3,0
10182,426,54,398102,24-10-1997,IL,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,12-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,YES,2,3,?,100800,16800,16800,67200,Dodge,Neon,0
10183,111,27,514065,04-01-2009,IN,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,51100,0,17-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,1
10184,86,26,391652,12-10-1998,OH,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,?,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,0
10185,296,46,922167,23-02-1993,OH,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,?,0,2,NO,54900,5490,5490,43920,Mercedes,C300,0
10186,125,35,442795,07-07-1996,OH,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,25-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,0
10187,177,34,226330,23-01-2013,IL,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,16-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,?,1,1,NO,18000,2250,2250,13500,Audi,A3,0
10189,81,25,524230,23-02-2014,IN,500,920.3,5000000,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,21-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,?,1,0,?,73920,13440,6720,53760,Honda,Civic,0
10190,128,28,438817,16-11-2007,OH,1000,986.53,0,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,16-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,NO,0,2,YES,101860,18520,18520,64820,Honda,CRV,0
10192,252,39,868283,06-02-2006,IN,1000,1086.21,0,MALE,JD,farming-fishing,hiking,unmarried,68500,-57500,13-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,2500 Tree St,18,1,?,1,2,?,50490,5610,5610,39270,Nissan,Maxima,0
10193,359,47,828890,20-10-1993,OH,2000,1367.68,0,FEMALE,MD,handlers-cleaners,basketball,unmarried,0,0,11-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,1,NO,0,3,NO,55500,5550,11100,38850,Mercedes,C300,0
10195,73,26,918777,04-04-2003,IL,2000,1191.19,4000000,MALE,MD,farming-fishing,basketball,not-in-family,29300,0,12-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,?,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,0
10196,285,44,212580,05-07-2014,IL,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,husband,0,0,05-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,0
10199,328,48,630226,10-12-2005,IL,500,1411.43,0,MALE,Masters,armed-forces,bungie-jumping,own-child,45100,-32800,16-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,1,YES,2,1,NO,59400,5940,11880,41580,Honda,Civic,0
10202,342,49,505969,07-04-1998,OH,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,not-in-family,63100,-13800,28-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,1,?,2,0,YES,76700,7670,7670,61360,Suburu,Legacy,0
10204,468,62,586367,30-06-2000,IL,500,1011.92,0,MALE,PhD,machine-op-inspct,paintball,wife,0,0,15-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,3486 Flute Ave,7,3,YES,0,3,?,64350,7150,7150,50050,Chevrolet,Tahoe,1
10205,241,39,896890,04-06-1996,IL,2000,1042.26,0,MALE,JD,sales,kayaking,husband,0,0,31-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,3,NO,1,2,?,19080,4240,2120,12720,Saab,93,0
10206,223,43,650026,09-05-2009,OH,500,1235.1,0,FEMALE,Masters,tech-support,exercise,not-in-family,66400,-34400,10-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,14,1,NO,2,1,NO,54400,5440,5440,43520,BMW,M5,0
10207,128,32,547744,08-07-2001,OH,2000,768.91,0,FEMALE,College,sales,chess,other-relative,0,-39300,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,3743 Andromedia Ridge,0,1,?,1,0,NO,59800,5980,5980,47840,Ford,F150,0
10208,124,29,598124,20-09-1993,OH,500,1301.72,0,MALE,Masters,handlers-cleaners,golf,husband,0,0,25-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,?,0,3,YES,72000,7200,7200,57600,Audi,A3,0
10209,343,48,436126,03-11-2009,IN,500,1451.54,3000000,MALE,JD,adm-clerical,hiking,husband,0,0,08-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,13,4,NO,2,3,NO,65070,7230,14460,43380,Mercedes,C300,0
10213,335,50,565564,07-02-2007,OH,1000,1538.26,6000000,MALE,High School,sales,yachting,other-relative,62200,-31400,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,12,3,YES,2,3,YES,34320,8580,4290,21450,Volkswagen,Passat,0
10214,11,40,743163,09-04-2001,OH,2000,1217.69,0,FEMALE,MD,prof-specialty,reading,wife,24000,0,26-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,?,1,0,?,53460,9720,9720,34020,Dodge,Neon,0
10215,142,33,604614,17-02-1995,IN,2000,1362.64,5000000,FEMALE,JD,exec-managerial,cross-fit,wife,0,0,21-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,1,YES,1,3,?,81360,6780,13560,61020,Suburu,Legacy,0
10216,272,43,509928,25-07-1995,OH,1000,1279.13,0,MALE,PhD,craft-repair,bungie-jumping,other-relative,0,0,06-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,5,3,?,1,2,YES,81070,7370,14740,58960,Audi,A3,0
10217,69,26,593390,24-03-2006,IL,2000,924.72,0,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,0,0,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,1,NO,2,2,NO,63120,5260,10520,47340,Audi,A5,0
10219,328,46,174701,19-06-1996,IL,500,1314.6,0,FEMALE,MD,prof-specialty,exercise,not-in-family,24800,0,23-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,1,?,2,3,?,70290,12780,6390,51120,Saab,92x,0
10220,281,43,529398,16-06-1993,OH,1000,1515.18,6000000,MALE,College,priv-house-serv,camping,other-relative,0,0,09-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,21,3,NO,1,0,NO,60190,9260,9260,41670,BMW,X6,0
